Player,Rank,ID,.,Tm,Pos,#,Hgt,Wgt,WS,Age,Exp,Drafted,College,Hometown,Nationality,Secondary,Salary,Ct,Personality,NYAMBI,G,GS,MPG,PPG,RPG,APG,SPG,BPG,TPG,FG%,FT%,3P%,TS%,eFG%,OBPM,DBPM,BPM,OWS,DWS,WS.1,WS48,ORtg,DRtg,NetRtg,PER,EWA,VORP,ORB%,DRB%,REB%,AST%,STL%,BLK%,TOV%,USG%,$/WS,$/WS48,Cur,Pot,Off Archetype,Def Archetype,InsS,MidS,OutS,FrT,SlfC,ShtD,BalD,FlDr,Fnsh,Play,Pass,Grav,Spac,Hndl,Iso,PstE,PnrE,BBIQ,OnBD,OffD,Help,Stl,PstD,RimP,OffR,DefR,Ath,End,FstS,Quck,Spd,Str,FG,FGA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MIN_adv,PER_adv,EWA_adv,OWS_adv,DWS_adv,WS_adv,WS48_adv,BPM_adv,OBPM_adv,DBPM_adv,VORP_adv,WARP,DRE,AWS,ORtg_adv,DRtg_adv,NetRtg_adv,RAPM,ORAPM,DRAPM,TS%_adv,3PAr,FTr,ORB%_adv,DRB%_adv,TRB%_adv,AST%_adv,STL%_adv,BLK%_adv,TOV%_adv,USG%_adv,PM,BoxC,OL,Spc,aTOV,Adj3P%,MIN_hsl,SA,SAPG,CSht,CSPG,DFL,DFPG,LBR,LBPG,CD,CDPG,MIN_shot,RimM,RimA,Rim%,ClsM,ClsA,Cls%,MidM,MidA,Mid%,LngM,LngA,Lng%,SL_3PM,SL_3PA,SL_3P%,SL_FT,SL_FTA,SL_FT%,2PM 0-2ft,2PA 0-2ft,Pct_2PM_0_2ft,2PM 2-4ft,2PA 2-4ft,Pct_2PM_2_4ft,2PM 4-6ft,2PA 4-6ft,Pct_2PM_4_6ft,2PM 6+ft,2PA 6+ft,Pct_2PM_6plus,3PM 0-2ft,3PA 0-2ft,Pct_3PM_0_2ft,3PM 2-4ft,3PA 2-4ft,Pct_3PM_2_4ft,3PM 4-6ft,3PA 4-6ft,Pct_3PM_4_6ft,3PM 6+ft,3PA 6+ft,Pct_3PM_6plus,MIN_onoff,On ORtg,Off ORtg,On Net,On DRtg,Off DRtg,Off Net,Floor Net,PO_Tm,PO_G,PO_GS,PO_MPG,PO_FG,PO_FGA,PO_FG%,PO_3P,PO_3PA,PO_3P%,PO_eFG%,PO_TS%,PO_FT,PO_FTA,PO_FT%,PO_ORB,PO_DRB,PO_TRB,PO_AST,PO_STL,PO_BLK,PO_TOV,PO_PF,PO_PPG,MIN_pt,Plays,Isolation_Poss,Isolation_PTS,Isolation_PPP,Isolation_eFG,PnR_BallHandler_Poss,PnR_BallHandler_PTS,PnR_BallHandler_PPP,PnR_BallHandler_eFG,PnR_Rollman_Poss,PnR_Rollman_PTS,PnR_Rollman_PPP,PnR_Rollman_eFG,PostUp_Poss,PostUp_PTS,PostUp_PPP,PostUp_eFG,SpotUp_Poss,SpotUp_PTS,SpotUp_PPP,SpotUp_eFG,Handoff_Poss,Handoff_PTS,Handoff_PPP,Handoff_eFG,Cut_Poss,Cut_PTS,Cut_PPP,Cut_eFG,OffScreen_Poss,OffScreen_PTS,OffScreen_PPP,OffScreen_eFG,Transition_Poss,Transition_PTS,Transition_PPP,Transition_eFG,Misc_Poss,Misc_PTS,Misc_PPP,Misc_eFG,WS_actual,ValueIndex,DollarPerWS,ScorePerUsage
jerron cooper jr,333,431965,face,Cyclones,PG,0.0,74 -             6'2“;,189,,21,0,"#58, Cyclones, 2050",Duke,"Dublin, California",,,0,0,Egotistical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.0,4.0,Primary Ballhandler,Point Of Attack,17,16,15,16,15,10,13,11,13,15,16,16,16,15,14,3,9,13,16,18,12,17,1,4,4,10,12,9,14,14,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zafer aynaoglu,334,171384,face,Free Agent,PG,4.0,72 -             6'0“;,176,0.0,26,3,"#43, Jailbirds, 2046",Mississippi State,"Cirali, Turkey",,,0,0,Friendly,7.6,15.0,2.0,8.5,4.9,0.6,1.0,0.2,0.0,0.93,0.472,1.0,0.261,0.604,0.528,-1.5,-3.6,-5.1,0.0,0.0,0.0,0.0,107.1,123.9,-16.7,13.6,-0.1,-0.1,4.2,3.3,3.7,18.0,1.2,0.0,18.8,25.9,0,0,4.0,4.0,Primary Ballhandler,Chaser,19,18,18,18,15,17,19,19,20,19,19,19,17,17,17,4,19,8,13,13,10,9,3,4,8,5,15,9,17,12,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.1891891891891892
godwin gillette,335,107344,face,Free Agent,C,52.0,82 -             6'10“;,254,2.9,31,8,Undrafted (2041),San Jose State,"Bowie, Texas",United States,,0,0,Friendly,1.5,82.0,1.0,17.4,5.0,6.2,0.7,0.3,0.8,0.34,0.551,0.575,0.278,0.574,0.559,-2.4,0.0,-2.4,1.4,1.5,2.9,0.1,121.9,116.5,5.4,12.9,-1.9,-0.1,6.9,31.4,18.9,5.2,0.9,3.9,7.2,11.9,0,0,4.0,4.0,Roll-and-Cut Big,Anchor Big,17,8,10,9,10,8,15,13,9,7,9,9,8,4,15,13,14,16,3,7,16,6,16,16,18,19,10,7,12,9,3,17,2.0,3.7,0.1,0.2,0.9,1.5,1.1,5.1,6.2,0.7,0.33,0.79,0.3,1.4,1423.2,12.9,-1.9,1.4,1.5,2.9,0.097,-2.4,-2.4,0.0,-0.1,-0.4,0.9,3.5,121.9,116.5,5.4,-1.7,-1.4,-0.2,0.574,0.059,0.419,6.9,31.4,18.9,5.2,0.9,3.9,7.2,11.9,-1.6,0.6,15.4,-0.1,6.3,0.084,1423.2,131.0,1.6,377.0,4.6,0.0,0.0,25.0,0.3,4.0,0.0,1423.2,128.0,196.0,0.653,30.0,79.0,0.38,4.0,9.0,0.444,0.0,1.0,0.0,5.0,18.0,0.278,127.0,73.0,0.575,58.0,132.0,0.439,77.0,113.0,0.681,18.0,32.0,0.563,14.0,26.0,0.538,0.0,0.0,0.0,1.0,4.0,0.25,1.0,5.0,0.2,3.0,9.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.2,383.0,1.0,3.0,3.0,1.5,167.0,188.0,1.13,0.597,4.0,5.0,1.25,0.625,22.0,26.0,1.18,0.765,77.0,59.0,0.77,0.353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,17.0,13.0,0.76,0.385,76.0,99.0,1.3,0.661,18.0,17.0,0.94,0.5,2.9,,0.0,0.42016806722689076
axel grenier,336,48753,face,Free Agent,SF/SG,7.0,79 -             6'7“;,226,0.4,33,13,"#12, Skyhawks, 2037",Kansas,"Paris, France",France,,0,0,Balanced,3.7,14.0,0.0,13.3,7.9,2.9,2.2,0.7,0.1,0.71,0.467,0.8,0.396,0.589,0.582,4.0,0.4,4.5,0.3,0.1,0.4,0.1,119.7,119.3,0.4,19.6,0.4,0.3,8.3,13.6,10.9,24.2,2.6,0.4,9.6,23.9,0,0,4.0,4.0,Secondary Creator,Chaser,18,16,18,15,9,15,19,6,17,9,17,15,16,11,11,8,16,11,11,15,16,15,16,8,18,17,11,10,9,12,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,0.0,0.33054393305439334
lance jacobsen,337,103559,face,Free Agent,SG/PG,2.0,79 -             6'7“;,207,0.0,31,9,"#15, Saints, 2040",Marquette,"Edwardsville, Illinois",United States,,0,0,Dedicated,2.0,1.0,0.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.568,0.0,-9.1,-6.0,-15.2,0.0,0.0,0.0,0.1,122.8,133.9,-11.1,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0,0,3.5,3.5,Slasher,Wing Stopper,19,14,16,17,15,13,12,17,13,19,18,10,8,19,17,2,3,19,18,17,16,19,3,9,8,18,13,18,12,17,14,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.034013605442176874
jonathan landry,338,44260,face,Free Agent,SF,32.0,80 -             6'8“;,243,0.1,34,15,"#9, Mustangs, 2035",Arkansas,"Tulsa, Oklahoma",United States,,0,0,Balanced,2.3,34.0,0.0,16.6,7.6,3.4,1.7,0.8,0.4,1.21,0.414,0.725,0.337,0.503,0.479,-2.2,0.9,-1.3,-0.6,0.7,0.1,0.0,98.1,114.4,-16.3,12.7,-0.8,0.1,5.3,15.4,10.4,14.7,2.4,2.2,13.8,22.7,0,0,4.0,4.0,Slasher,Helper,20,9,13,14,14,14,17,14,17,10,19,9,10,15,20,5,8,14,18,14,13,18,9,10,10,15,13,7,16,12,11,9,2.9,7.0,0.9,2.7,0.9,1.2,0.9,2.5,3.4,1.7,0.82,0.44,1.2,0.8,563.2,12.7,-0.8,-0.6,0.7,0.1,0.007,-1.3,-2.2,0.9,0.1,0.3,0.1,2.9,98.1,114.4,-16.3,-2.4,-3.7,1.3,0.503,0.385,0.167,5.3,15.4,10.4,14.7,2.4,2.2,13.8,22.7,-1.3,3.9,31.9,-0.3,10.9,0.337,563.2,9.0,0.3,115.0,3.4,0.0,0.0,5.0,0.1,2.0,0.1,563.2,45.0,80.0,0.563,10.0,28.0,0.357,7.0,14.0,0.5,6.0,25.0,0.24,31.0,92.0,0.337,40.0,29.0,0.725,16.0,49.0,0.327,31.0,68.0,0.456,19.0,48.0,0.396,33.0,74.0,0.446,0.0,3.0,0.0,2.0,13.0,0.154,9.0,29.0,0.31,20.0,47.0,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.2,298.0,61.0,35.0,0.57,0.32,2.0,0.0,0.0,0.0,34.0,29.0,0.85,0.5,72.0,89.0,1.24,0.669,67.0,51.0,0.76,0.441,23.0,17.0,0.74,0.313,12.0,7.0,0.58,0.222,7.0,5.0,0.71,0.5,20.0,23.0,1.15,0.639,0.0,0.0,0.0,,0.1,,0.0,0.33480176211453744
kahlil sinclair,339,136175,face,Free Agent,SF,30.0,79 -             6'7“;,210,-0.1,26,4,"#58, Mustangs, 2046",South Carolina,"Matthews, North Carolina",,,0,0,Leader,4.7,1.0,0.0,13.1,6.0,0.0,0.0,0.0,0.0,1.0,0.429,0.0,0.0,0.429,0.429,-8.0,-6.0,-14.0,-0.1,0.0,-0.1,-0.2,70.1,125.9,-55.8,1.7,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,26.5,0,0,4.0,4.0,Secondary Creator,Wing Stopper,16,16,17,15,15,10,10,17,17,15,8,18,14,14,17,3,9,14,19,19,17,16,7,3,10,10,17,13,11,12,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,-0.0,0.22641509433962265
zachary bancroft,340,420942,face,Giants,SF,14.0,81 -             6'9“;,229,,22,0,"#46, Giants, 2050",UC-Davis,"Pasadena, California",,,0,0,Introverted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.5,4.0,Secondary Creator,Chaser,13,15,14,12,15,14,16,9,15,8,14,19,11,11,9,3,16,13,9,15,13,13,10,2,11,10,17,11,17,16,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anfernee cummings,341,441606,face,Giants,PG,10.0,74 -             6'2“;,171,0.3,21,1,"#19, Giants, 2049",Vanderbilt,"Elgin, Oklahoma",,,3400000,2+1t,Friendly,3.3,59.0,0.0,13.6,3.1,1.2,2.1,0.8,0.0,0.58,0.293,0.881,0.224,0.396,0.344,-0.1,-2.3,-2.5,-0.6,0.9,0.3,0.0,98.8,116.0,-17.1,7.6,-3.2,-0.1,3.4,5.6,4.5,18.4,2.8,0.1,12.7,14.2,"10,243,493","171,791,909",3.0,4.5,Primary Ballhandler,Point Of Attack,16,13,14,19,13,10,13,16,16,14,14,15,17,18,12,5,10,14,15,15,10,16,1,2,7,5,18,7,17,15,14,10,1.1,3.6,0.4,1.7,0.6,0.7,0.5,0.7,1.2,2.1,0.78,0.02,0.6,0.8,805.0,7.6,-3.2,-0.6,0.9,0.3,0.02,-2.5,-0.1,-2.3,-0.1,-0.3,-0.5,1.3,98.8,116.0,-17.1,-2.6,-3.4,0.8,0.396,0.456,0.195,3.4,5.6,4.5,18.4,2.8,0.1,12.7,14.2,-2.5,2.3,23.6,-1.3,8.8,0.223,805.0,3.0,0.1,106.0,1.8,0.0,0.0,8.0,0.1,5.0,0.1,805.0,20.0,41.0,0.488,7.0,33.0,0.212,8.0,26.0,0.308,6.0,17.0,0.353,22.0,98.0,0.224,42.0,37.0,0.881,13.0,34.0,0.382,19.0,67.0,0.284,14.0,51.0,0.275,17.0,63.0,0.27,0.0,3.0,0.0,5.0,23.0,0.217,8.0,35.0,0.229,9.0,37.0,0.243,805,105.8,119.4,-13.6,114.6,112.7,1.9,-15.5,,,,,,,,,,,,,,,,,,,,,,,,,805.0,266.0,89.0,73.0,0.82,0.432,0.0,0.0,0.0,,20.0,18.0,0.9,0.409,54.0,47.0,0.87,0.449,50.0,18.0,0.36,0.167,14.0,9.0,0.64,0.4,21.0,8.0,0.38,0.194,1.0,0.0,0.0,0.0,17.0,10.0,0.59,0.267,0.0,0.0,0.0,,0.3,0.058823529411764705,11333333.333333334,0.2183098591549296
delazarus russell,342,423709,face,Jailbirds,C,10.0,84 -             7'0“;,228,3.8,24,4,"#13, Jailbirds, 2046",UConn,"Fayetteville, Arkansas",,,0,0,Workhorse,16.2,81.0,6.0,18.1,7.9,5.0,1.2,0.2,1.1,0.94,0.591,0.817,0.333,0.65,0.593,-1.8,1.5,-0.3,2.1,1.7,3.8,0.1,122.7,115.5,7.2,16.1,0.5,0.6,5.7,23.4,14.6,10.0,0.7,5.1,13.4,17.2,0,0,4.0,4.0,Post Scorer,Anchor Big,16,9,7,14,5,2,15,19,16,11,18,18,6,18,8,18,11,9,4,7,16,9,18,17,16,13,9,15,9,8,4,19,3.0,5.0,0.0,0.1,1.9,2.4,1.0,4.0,5.0,1.2,0.25,1.14,0.9,1.4,1465.2,16.1,0.5,2.1,1.7,3.8,0.126,-0.3,-1.8,1.5,0.6,1.7,1.4,4.1,122.7,115.5,7.2,-3.5,-2.5,-1.0,0.65,0.015,0.468,5.7,23.4,14.6,10.0,0.7,5.1,13.4,17.2,-2.5,1.8,23.0,0.0,11.1,0.034,1465.2,133.0,1.6,359.0,4.4,0.0,0.0,12.0,0.1,6.0,0.1,1465.2,176.0,239.0,0.736,58.0,137.0,0.423,4.0,23.0,0.174,1.0,3.0,0.333,2.0,6.0,0.333,191.0,156.0,0.817,104.0,186.0,0.559,107.0,166.0,0.645,19.0,37.0,0.514,11.0,19.0,0.579,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.333,1465,111.3,118.1,-6.7,117.9,115.9,2.0,-8.7,,,,,,,,,,,,,,,,,,,,,,,,,1465.2,565.0,3.0,0.0,0.0,,125.0,150.0,1.2,0.637,37.0,30.0,0.81,0.407,44.0,55.0,1.25,0.658,90.0,101.0,1.12,0.597,0.0,0.0,0.0,,0.0,0.0,0.0,,149.0,146.0,0.98,0.485,101.0,130.0,1.29,0.688,16.0,25.0,1.56,0.8,3.8,,0.0,0.4593023255813954
mustafaa pearl,343,152266,face,Kings,SG,0.0,80 -             6'8“;,198,1.8,24,2,"#55, Kings, 2048",Boston University,"Franklin, Massachusetts",,,1750000,1,Introverted,18.0,46.0,0.0,15.7,7.3,3.2,2.5,0.9,0.0,0.91,0.418,0.857,0.349,0.531,0.503,3.6,-0.4,3.2,0.6,1.2,1.8,0.1,115.1,110.9,4.2,15.1,-0.2,1.0,6.8,12.8,9.9,18.9,2.6,0.2,11.7,19.7,"953,410","14,358,745",3.0,4.5,Secondary Creator,Wing Stopper,18,14,17,14,14,14,15,16,15,9,13,19,15,8,13,6,10,7,15,11,7,10,1,2,16,17,10,11,13,13,14,7,2.7,6.5,1.1,3.2,0.8,0.9,1.1,2.2,3.2,2.5,0.87,0.04,0.9,0.3,722.9,15.1,-0.2,0.6,1.2,1.8,0.122,3.2,3.6,-0.4,1.0,2.6,1.1,4.0,115.1,110.9,4.2,2.3,2.5,-0.2,0.531,0.492,0.141,6.8,12.8,9.9,18.9,2.6,0.2,11.7,19.7,3.8,5.2,32.0,-0.2,8.4,0.349,722.9,3.0,0.1,89.0,1.9,0.0,0.0,4.0,0.1,2.0,0.0,722.9,37.0,65.0,0.569,12.0,30.0,0.4,18.0,33.0,0.545,6.0,23.0,0.261,51.0,146.0,0.349,42.0,36.0,0.857,16.0,43.0,0.372,36.0,81.0,0.444,19.0,59.0,0.322,53.0,114.0,0.465,1.0,5.0,0.2,9.0,31.0,0.29,9.0,35.0,0.257,32.0,75.0,0.427,723,120.4,119.4,1.0,109.7,110.0,-0.4,1.3,,,,,,,,,,,,,,,,,,,,,,,,,722.9,357.0,105.0,85.0,0.81,0.405,2.0,3.0,1.5,0.75,18.0,19.0,1.06,0.5,87.0,91.0,1.05,0.615,93.0,84.0,0.9,0.513,11.0,10.0,0.91,0.389,15.0,16.0,1.07,0.462,2.0,2.0,1.0,0.5,24.0,25.0,1.04,0.529,0.0,0.0,0.0,,1.8,1.5999999999999999,972222.2222222222,0.37055837563451777
nazir link,344,177311,face,Lumberjacks,PF,11.0,80 -             6'8“;,217,1.8,24,2,"#10, Lumberjacks, 2048",Villanova,"Cherry Hill, New Jersey",,,4750000,1+1t,Egotistical,12.9,59.0,4.0,19.4,5.4,4.5,1.5,0.6,0.8,0.76,0.444,0.839,0.344,0.564,0.544,1.0,0.4,1.4,0.2,1.7,1.8,0.1,109.4,112.8,-3.4,10.4,-2.9,1.0,3.5,19.6,11.8,9.1,1.4,3.5,13.7,12.4,"2,583,153","61,688,914",4.5,4.5,Glue Guy,Helper,18,16,16,14,8,8,10,9,16,10,15,13,14,16,10,5,7,15,16,18,19,15,17,15,9,16,19,9,15,12,13,5,2.0,4.6,0.9,2.7,0.4,0.5,0.6,3.9,4.5,1.5,0.58,0.83,0.8,1.5,1146.3,10.4,-2.9,0.2,1.7,1.8,0.077,1.4,1.0,0.4,1.0,2.7,0.5,3.2,109.4,112.8,-3.4,2.4,1.0,1.4,0.564,0.581,0.115,3.5,19.6,11.8,9.1,1.4,3.5,13.7,12.4,3.2,1.3,17.3,-0.2,10.9,0.343,1146.3,103.0,1.7,265.0,4.5,0.0,0.0,8.0,0.1,1.0,0.0,1146.3,51.0,80.0,0.638,8.0,21.0,0.381,5.0,10.0,0.5,2.0,2.0,1.0,54.0,157.0,0.344,31.0,26.0,0.839,22.0,48.0,0.458,25.0,51.0,0.49,32.0,79.0,0.405,41.0,92.0,0.446,0.0,3.0,0.0,6.0,18.0,0.333,18.0,60.0,0.3,30.0,76.0,0.395,1146,117.9,117.8,0.1,110.0,114.4,-4.3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,1146.3,324.0,16.0,6.0,0.38,0.231,54.0,73.0,1.35,0.691,6.0,5.0,0.83,0.5,34.0,44.0,1.29,0.786,114.0,101.0,0.89,0.527,28.0,12.0,0.43,0.24,2.0,3.0,1.5,1.5,18.0,14.0,0.78,0.433,49.0,54.0,1.1,0.563,3.0,4.0,1.33,0.5,1.8,0.5894736842105263,2638888.888888889,0.43548387096774194
aaron epps,345,118287,face,Mustangs,PG,4.0,74 -             6'2“;,194,5.4,29,7,"#61, Mustangs, 2043",USC,"Culver City, California",United States,,4250000,1+1t,Driven,9.2,82.0,2.0,17.0,8.7,1.4,5.6,1.0,0.1,1.01,0.479,0.888,0.382,0.59,0.558,4.1,-2.4,1.7,4.1,1.3,5.4,0.2,129.3,117.3,11.9,20.2,3.2,1.3,2.6,5.9,4.3,45.2,2.9,0.4,12.1,21.4,"787,509","22,821,352",4.0,4.0,Primary Ballhandler,Point Of Attack,17,19,19,19,16,14,13,18,19,16,16,18,12,19,17,3,13,15,19,19,11,18,1,1,9,6,15,11,10,12,13,8,3.3,6.8,1.1,2.8,1.1,1.2,0.4,1.0,1.4,5.6,1.04,0.09,1.0,0.9,1391.0,20.2,3.2,4.1,1.3,5.4,0.186,1.7,4.1,-2.4,1.3,3.5,3.3,5.3,129.3,117.3,11.9,-0.5,0.0,-0.5,0.59,0.416,0.175,2.6,5.9,4.3,45.2,2.9,0.4,12.1,21.4,-1.9,13.1,45.0,0.2,6.4,0.382,1391.0,5.0,0.1,170.0,2.1,0.0,0.0,20.0,0.2,8.0,0.1,1391.0,116.0,175.0,0.663,15.0,41.0,0.366,25.0,58.0,0.431,23.0,53.0,0.434,89.0,233.0,0.382,98.0,87.0,0.888,44.0,81.0,0.543,85.0,173.0,0.491,54.0,119.0,0.454,85.0,187.0,0.455,1.0,4.0,0.25,16.0,51.0,0.314,25.0,63.0,0.397,47.0,115.0,0.409,1391,112.9,121.6,-8.7,119.3,111.9,7.4,-16.1,Mustangs,2.0,0.0,11.8,1.5,6.0,0.25,1.0,4.5,0.222,0.333,0.333,0.0,0.0,0.0,0.5,0.5,1.0,4.0,1.5,0.0,0.5,0.0,4.0,1391.0,683.0,215.0,203.0,0.94,0.483,1.0,0.0,0.0,0.0,54.0,62.0,1.15,0.587,139.0,169.0,1.22,0.678,147.0,141.0,0.96,0.504,60.0,64.0,1.07,0.615,21.0,17.0,0.81,0.531,10.0,11.0,1.1,0.571,35.0,42.0,1.2,0.625,1.0,2.0,2.0,1.0,5.4,1.576470588235294,787037.037037037,0.40654205607476634
elijah worthing,346,430233,face,Rockets,PF,37.0,80 -             6'8“;,221,3.5,22,3,"#13, Rockets, 2047",Oklahoma State,"Cibolo, Texas",,,4300000,1,Friendly,22.0,81.0,3.0,20.6,9.0,5.3,1.9,0.7,1.6,1.14,0.499,0.745,0.36,0.564,0.53,-1.3,3.3,2.0,0.7,2.8,3.5,0.1,111.3,111.0,0.2,15.8,0.2,1.7,6.5,19.8,13.3,12.5,1.7,6.3,12.4,19.1,"1,239,566","43,072,341",5.0,5.0,Post Scorer,Helper,18,11,13,15,5,2,10,19,14,13,16,14,14,17,14,16,9,16,3,8,14,16,17,18,15,18,11,15,4,10,10,18,3.6,7.2,0.4,1.2,1.4,1.9,1.3,4.0,5.3,1.9,0.74,1.64,1.1,1.6,1667.9,15.8,0.2,0.7,2.8,3.5,0.1,2.0,-1.3,3.3,1.7,4.5,1.7,4.8,111.3,111.0,0.2,-2.1,-2.0,-0.1,0.564,0.172,0.27,6.5,19.8,13.3,12.5,1.7,6.3,12.4,19.1,-1.1,3.1,26.8,0.0,9.8,0.321,1667.9,115.0,1.4,438.0,5.4,0.0,0.0,12.0,0.1,8.0,0.1,1667.9,156.0,242.0,0.645,59.0,149.0,0.396,39.0,80.0,0.488,0.0,10.0,0.0,36.0,100.0,0.36,157.0,117.0,0.745,75.0,193.0,0.389,129.0,205.0,0.629,43.0,90.0,0.478,43.0,93.0,0.462,0.0,0.0,0.0,12.0,23.0,0.522,12.0,34.0,0.353,12.0,43.0,0.279,1668,111.7,120.9,-9.3,114.3,112.8,1.5,-10.8,Rockets,2.0,0.0,7.9,3.0,4.0,0.75,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,6.0,1667.9,743.0,4.0,5.0,1.25,0.833,109.0,108.0,0.99,0.532,33.0,23.0,0.7,0.344,98.0,115.0,1.17,0.647,128.0,112.0,0.88,0.46,4.0,6.0,1.5,1.0,3.0,3.0,1.0,0.5,204.0,180.0,0.88,0.48,130.0,157.0,1.21,0.654,30.0,20.0,0.67,0.318,3.5,1.2093023255813955,1228571.4285714286,0.47120418848167533
gleb luzan,347,427642,face,Skyhawks,PF,49.0,82 -             6'10“;,238,0.8,21,1,"#22, Skyhawks, 2049",,"Orsha, Belarus",Belarus,,3050000,2+1t,Selfish,13.7,23.0,0.0,14.4,5.4,3.4,1.0,0.3,0.4,0.57,0.539,0.792,0.0,0.624,0.539,-0.1,-0.6,-0.6,0.5,0.3,0.8,0.1,126.5,118.0,8.5,13.5,-0.3,0.1,6.5,18.1,12.0,9.3,1.2,2.3,11.6,14.5,"3,738,702","25,719,151",4.5,4.5,Versatile Big,Mobile Big,15,10,9,9,16,4,13,16,13,10,14,2,14,15,16,12,14,11,3,12,12,9,18,13,14,12,13,8,4,11,11,12,1.8,3.3,0.0,0.0,1.8,2.3,1.0,2.4,3.4,1.0,0.35,0.39,0.6,1.3,330.2,13.5,-0.3,0.5,0.3,0.8,0.119,-0.6,-0.1,-0.6,0.1,0.3,0.8,2.7,126.5,118.0,8.5,0.1,1.3,-1.2,0.624,0.013,0.697,6.5,18.1,12.0,9.3,1.2,2.3,11.6,14.5,-0.7,1.4,20.0,-0.1,9.5,0.0,330.2,25.0,1.1,76.0,3.3,0.0,0.0,2.0,0.1,1.0,0.0,330.2,17.0,30.0,0.567,13.0,26.0,0.5,10.0,18.0,0.556,1.0,1.0,1.0,0.0,1.0,0.0,53.0,42.0,0.792,12.0,25.0,0.48,16.0,27.0,0.593,5.0,10.0,0.5,8.0,14.0,0.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,330,117.4,111.6,5.8,123.5,115.8,7.7,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,330.2,116.0,2.0,0.0,0.0,0.0,24.0,32.0,1.33,0.733,13.0,15.0,1.15,0.6,19.0,23.0,1.21,0.75,18.0,16.0,0.89,0.462,7.0,4.0,0.57,0.0,0.0,0.0,0.0,,17.0,21.0,1.24,0.625,13.0,11.0,0.85,0.444,3.0,0.0,0.0,0.0,0.8,0.2950819672131148,3812500.0,0.3724137931034483
